80233408,102,1,Movie,"Live Twice, Love Once",1/7/2020,2020,TV-MA,"When Emilio (Oscar Martínez) is diagnosed with Alzheimer's disease, he and his family embark on a quest to reunite him with his childhood crush.","Live Twice, Love Once",1,"Hugo Balaguer, Mafalda Carbonell, Aina Clotet, María Zamora, Oscar Martínez, Valeria Schoneveld, Inma Cuesta, Antonio Valero, Nacho López, Isabel Requena","International Movies, Dramas, Comedies",Maria Ripoll,Spain
80237347,0,1,TV Show,Go! Go! Cory Carson,1/4/2020,2020,TV-Y,"Beep, beep – go, go! Buckle up for fun and adventure with adorable kid car Cory Carson as he explores the winding roads of Bumperton Hills.",Go! Go! Cory Carson,2,"Anna Chambers, Maisie Benson, Pfifer Chastain, Adelaide Hirasaki, Alan C. Lim, Kerry Gudjohnsen, Smith Foreman, Neena-Sinaii Simpo, Jim Capobianco, Eli Morse, Paul Killam",Kids' TV,"",United States
81127902,121,1,Movie,A Fall from Grace,1/17/2020,2020,TV-MA,"When gentle, law-abiding Grace confesses to killing her new husband, her skeptical young lawyer sets out to uncover the truth. A film by Tyler Perry.",A Fall from Grace,1,"Cicely Tyson, Phylicia Rashad, Tyler Perry, Mehcad Brooks, Bresha Webb, Adrian Pasdar, Crystal Fox","Dramas, Thrillers",Tyler Perry,""
80117557,0,1,TV Show,Messiah,1/1/2020,2020,TV-MA,A wary CIA officer investigates a charismatic man who sparks a spiritual movement and stirs political unrest. A fictional story not based on true events.,Messiah,2,"Michelle Monaghan, John Ortiz, Melinda Page Hamilton, Stefania LaVie Owen, Jane Adams, Sayyid El Alami, Mehdi Dehbi, Fares Landoulsi, Tomer Sisley, Wil Traval","TV Dramas, TV Thrillers","",United States
80239306,0,1,TV Show,The Healing Powers of Dude,1/13/2020,2020,TV-G,"When an 11-year-old boy with social anxiety disorder starts middle school, he finds strength in a scruffy emotional support dog named Dude.",The Healing Powers of Dude,2,"Tom Everett Scott, Sophie Kim, Steve Zahn, Jace Chapman, Laurel Emory, Mauricio Lara, Larisa Oleynik","Kids' TV, TV Comedies, TV Dramas","",""
81034946,0,1,TV Show,Maradona in Mexico,11/13/2019,2020,TV-MA,"In this docuseries, soccer great Diego Maradona comes to Culiacán, the heart of the Sinaloa Cartel, to save the local team, the Dorados, and maybe himself, too.",Maradona in Mexico,2,Diego Armando Maradona,"Spanish-Language TV Shows, Docuseries","","Argentina, United States, Mexico"
81039393,0,1,TV Show,Cheer,1/8/2020,2020,TV-MA,This gripping docuseries follows the ups and downs of Navarro College's competitive cheer squad as they work to win a coveted national title.,Cheer,2,"","Teen TV Shows, Docuseries, Reality TV","",United States
80996973,0,1,TV Show,Handsome Siblings,1/16/2020,2020,TV-14,"Clashing martial arts twins face relentless villains, thorny romance and brotherly rivalry as their troubled pasts catch up to them.",Handsome Siblings,2,"Hu Yitian, Gallen Lo, Nikita Mao, Jason Zheng, Tay Ping Hui, Liang Jie, Vicky Liang, Chen Zheyuan, Jin Song, Song Wenzuo","TV Dramas, TV Sci-Fi & Fantasy, International TV Shows","",China
80997687,0,1,TV Show,Dracula,1/4/2020,2020,TV-14,The Count Dracula legend transforms with new tales that flesh out the vampire's gory crimes – and bring his vulnerability into the light.,Dracula,2,"Dolly Wells, Claes Bang, John Heffernan","TV Dramas, British TV Shows, International TV Shows","",United Kingdom
81160763,0,1,TV Show,"Sex, Explained",1/2/2020,2020,TV-MA,"From the biology of attraction to the history of birth control, explore the ins and outs of sex in this entertaining and enlightening series.","Sex, Explained",2,Janelle Monáe,"Docuseries, Science & Nature TV","",United States
81214114,97,1,Movie,Bulletproof 2,1/9/2020,2020,TV-MA,A special agent abruptly reunites with a criminal – once a former friend – when he attempts to use his identity to infiltrate and take down a cartel.,Bulletproof 2,1,"Pearl Thusi, Faizon Love, Kirk Fox, Neels Clasen, Fiona Ramsey, Roxy Nel, Tony Todd, Cassie Clare","Action & Adventure, Comedies",Don Michael Paul,United States
80221553,0,1,TV Show,Kipo and the Age of Wonderbeasts,1/14/2020,2020,TV-Y7-FV,"Making her way through a world of mutant animals, a sheltered yet scrappy girl learns how to survive – and get home – with help from her ragtag crew.",Kipo and the Age of Wonderbeasts,2,"Coy Stewart, Dan Stevens, Jake Green, Sydney Mikayla, Deon Cole, Sterling K. Brown, Steve Blum, Karen Fukuhara, Dee Bradley Baker","TV Comedies, Kids' TV","",United States
81006825,90,1,Movie,All the Freckles in the World,1/3/2020,2020,TV-14,Thirteen-year-old José Miguel is immune to 1994 World Cup fever until he realizes soccer is the only way to win the heart of his crush.,All the Freckles in the World,1,"Juan Carlos Viana Prieto, Loreto Peralta, Daniel Haddad, Hánssel Casillas, Montserrat Marañón, Hernán Del Riego, Alejandro Flores, Luis De La Rosa, Andrea Sutton, Anajosé Aldrete","International Movies, Comedies, Romantic Movies",Yibrán Asuad,Mexico
81183491,0,1,TV Show,Jamtara - Sabka Number Ayega,1/10/2020,2020,TV-MA,"A group of small-town young men run a lucrative phishing operation, until a corrupt politician wants in on their scheme – and a cop wants to fight it.",Jamtara - Sabka Number Ayega,2,"Dibyendu Bhattacharya, Aksha Pardhasany, Amit Sial, Sparsh Shrivastava, Monika Panwar, Anshumaan Pushkar","Crime TV Shows, TV Dramas, International TV Shows",Soumendra Padhi,India
80995039,0,1,TV Show,Ares,1/17/2020,2020,TV-MA,"Aiming to become part of Amsterdam's elite, an ambitious college student joins an exclusive society, unaware it's hiding a horrifying secret.",Ares,2,"Jennifer Welts, Dennis Rudge, Alexander Brouwer, Jade Olieberg, Frieda Barnhard, Tobias Kersloot, Lisa Smit, Steef de Bot, Jip van den Dool, Rifka Lodeizen, Janni Goslinga, Minne Koole, Robin Boissevain, Hans Kesting, Roos Dickmann, Ian Bok","International TV Shows, TV Dramas, TV Horror","",""
55900,91,1,Movie,"\"Gabriel \"\"Fluffy\"\" Iglesias: One Show Fits All\"",1/29/2019,2019,TV-14,"\"Gabriel \"\"Fluffy\"\" Iglesias discusses his teenage son and encounters with Snoop Dogg","\"Gabriel \"\"Fluffy\"\" Iglesias",1,"","","",""
64127,123,1,Movie,El Camino: A Breaking Bad Movie,10/11/2019,2019,TV-MA,"\"Fugitive Jesse Pinkman attempts to outrun his past. Written and directed by \"\"Breaking Bad\"\" creator Vince Gilligan",El Camino,1,"","","",""
80010778,0,3,TV Show,Documentary Now!,6/3/2019,2019,TV-14,"\"Elevating the art of parody, this sharply comic series spoofs high-profile documentaries such as \"\"Grey Gardens\"\" and \"\"The Thin Blue Line.\"\"\"",Documentary Now!,2,"Bill Hader, Helen Mirren, Fred Armisen",TV Comedies,"",United States
80029145,0,5,TV Show,Girlfriends' Guide to Divorce,6/14/2019,2019,TV-14,"After the world learns the truth about her failing marriage, a successful self-help author tries to salvage her career and find her way as a divorcée.",Girlfriends' Guide to Divorce,2,"Paul Adelstein, Necar Zadegan, Beau Garrett, Janeane Garofalo, Lisa Edelstein, Alanna Ubach","TV Dramas, TV Comedies","",United States
80059465,0,4,TV Show,Locked Up,9/25/2019,2019,TV-MA,"Manipulated into embezzling funds for her boyfriend and sentenced to prison, a naïve young woman must quickly learn to survive in a harsh new world.",Locked Up,2,"Marta Aledo, Inma Cuevas, Roberto Enríquez, Daniel Ortiz, Jesús Castejón, Ramiro Blas, Najwa Nimri, Carlos Hipólito, Berta Vázquez, Maggie Civantos, Alberto Velasco, Alba Flores, Verónika Moral, Laura Baena, Cristina Plazas, Harlys Becerra, María Salgueiro, María Isabel Díaz","International TV Shows, Crime TV Shows, Spanish-Language TV Shows","",Spain
80115297,0,3,TV Show,El Marginal,9/27/2019,2019,TV-MA,"While investigating a kidnapping, an ex-cop sent to infiltrate a prison finds himself surrounded by dangerous felons who can't know his real identity.",El Marginal,2,"Gerardo Romano, Martina Gusman, Abel Ayala, Cristina Banegas, Claudio Rissi, Carlos Portaluppi, Nicolás Furtado, Juan Minujín","Spanish-Language TV Shows, Crime TV Shows, International TV Shows","",Argentina
80115328,0,2,TV Show,Sacred Games,8/15/2019,2019,TV-MA,"A link in their pasts leads an honest cop to a fugitive gang boss, whose cryptic warning spurs the officer on a quest to save Mumbai from cataclysm.",Sacred Games,2,"Radhika Apte, Neeraj Kabi, Saif Ali Khan, Jitendra Joshi, Nawazuddin Siddiqui","International TV Shows, TV Dramas, Crime TV Shows","Anurag Kashyap, Vikramaditya Motwane","United States, India"
80141270,0,3,TV Show,Bonus Family,7/12/2019,2019,TV-MA,"A new couple, their exes and their children navigate the emotional challenges and tricky logistics of blended family life in this Swedish dramedy.",Bonus Family,2,"Petra Mede, Fredrik Hallgren, Barbro Svensson, Erik Johansson, Johan Ulveson, Leo Razzak, Amanda Lindh, Frank Dorsin, Marianne Mörck, Felix Engström, Ann Petrén, Vera Vitali, Jacob Lundqvist","International TV Shows, TV Dramas","",Sweden
80161497,0,3,TV Show,The Toys That Made Us,11/15/2019,2019,TV-14,The minds behind history's most iconic toy franchises discuss the rise – and sometimes fall – of their billion-dollar creations.,The Toys That Made Us,2,"","Reality TV, Docuseries","",United States
80171611,0,2,TV Show,I'm Sorry,9/13/2019,2019,TV-MA,"Life is a series of awkward situations for comedy writer and mom Andrea, thanks to plenty of neuroses and a knack for sticking her foot in her mouth.",I'm Sorry,2,"Andrea Savage, Olive Petrucci, Tom Everett Scott",TV Comedies,"",United States
80178724,0,1,TV Show,Living with Yourself,10/18/2019,2019,TV-MA,"Burned out on life, Miles undergoes a strange procedure at a strip mall spa – and wakes to find he's been replaced by a better version of himself.",Living with Yourself,2,"Desmin Borges, Paul Rudd, Karen Pittman, Aisling Bea, Zoë Chao","TV Comedies, TV Dramas","",United States
80189648,0,1,TV Show,Hyperdrive,8/21/2019,2019,TV-PG,"Elite street racers from around the world test their limits in supercharged custom cars on the biggest, baddest automotive obstacle course ever built.",Hyperdrive,2,"Lindsay Czarniak, Rutledge Wood, Michael Bisping, Mike Hill",Reality TV,"",United States
80189898,0,1,TV Show,Osmosis,3/29/2019,2019,TV-MA,"In near-future Paris, two brilliant siblings unveil a high-tech implant designed to pair up soul mates. But the beta test yields unwelcome surprises.",Osmosis,2,"Fabien Ducommun, Waly Dia, Gaël Kamilindi, Yuming Hey, Lionel Lingelser, Hugo Becker, Aurélia Petit, Stéphane Pitti, Luna Silva, Agathe Bonitzer, Manoël Dupont, Suzanne Rault-Balet, Lena Lapres, Philypa Phoenix","TV Dramas, International TV Shows, TV Mysteries","",France
80191680,0,2,TV Show,White Gold,5/17/2019,2019,TV-MA,"In 1980s Essex, cocky salesman Vincent Swan and his unscrupulous team will do anything to get the sale – including throwing honesty out the window.",White Gold,2,"Ed Westwick, Lloyd Hutchinson, James Buckley, Joe Thomas, Lauren O'Rourke, Linzey Cocker, Lee Ross, Nigel Lindsay","TV Comedies, International TV Shows, British TV Shows","",United Kingdom
80192187,126,1,Movie,Triple Frontier,3/13/2019,2019,R,"Loyalties are tested when five former special forces operatives reunite to steal a drug lord's fortune, unleashing a chain of unintended consequences.",Triple Frontier,1,"Ben Affleck, Adria Arjona, Charlie Hunnam, Oscar Isaac, Pedro Pascal, Garrett Hedlund",Action & Adventure,J.C. Chandor,United States
80198459,0,2,TV Show,Cupcake & Dino - General Services,5/3/2019,2019,TV-Y7,An enterprising cupcake and his cheerful dinosaur brother take on jobs of all sorts as they work to help friends and strangers in their eccentric city.,Cupcake & Dino - General Services,2,"Kayla Lorette, Justin Collette, Kyle Dooley, Mark Little, Joris Jarksy, Mark Forward, Julie Lemieux, Julie Sype","Kids' TV, TV Comedies","","Canada, Brazil"
80198635,0,2,TV Show,The Letdown,7/31/2019,2019,TV-MA,"Audrey, mother of a 2-month-old, joins a new-parents support group, where she makes some quirky friends facing various challenges and life changes.",The Letdown,2,"Leon Ford, Patrick Brammall, Duncan Fellows, Lucy Durack, Alison Bell, Xana Tang, Sacha Horler, Celeste Barber, Noni Hazlehurst, Leah Vandenberg","TV Dramas, TV Comedies, International TV Shows","",Australia
80201328,0,2,TV Show,Sugar Rush,7/26/2019,2019,TV-PG,Time's the most important ingredient as teams race against the clock – and each other – to bake up the best-tasting sweets.,Sugar Rush,2,"Candace Nelson, Adriano Zumbo, Hunter March",Reality TV,"",United States
80202352,89,1,Movie,Incoming,10/26/2018,2019,TV-MA,"When an imprisoned terrorist cell hijacks a high-security prison in outer space, a CIA agent becomes the one chance of stopping them.",Incoming,1,"Scott Adkins, Dominic Power, Aaron McCusker, Lukas Loughran, Alaa Seif, Michelle Lehane, Milan Kovacevic, Arkie Reece, Vahldin Prelic, Vladimir Alenikov","Action & Adventure, Sci-Fi & Fantasy",Eric Zaragosa,"Serbia, United States"
80208910,0,1,TV Show,Unnatural Selection,10/18/2019,2019,TV-MA,"From eradicating disease to selecting a child’s traits, gene editing gives humans the chance to hack biology. Meet the real people behind the science.",Unnatural Selection,2,"","Docuseries, Science & Nature TV","",United States
80213020,0,1,TV Show,The Bonfire of Destiny,12/26/2019,2019,TV-MA,"After a devastating fire in 1897 Paris, three women find their lives upended by betrayals, deceptions and romantic turmoil. Inspired by real events.",The Bonfire of Destiny,2,"Audrey Fleurot, Victor Meutelet, Julie de Bona, Camille Lou, Florence Pernel, Aurélien Wiik, Théo Fernandez, Stéphane Guillon, Antoine Duléry, Gilles Cohen, François-David Cardonnel, Josiane Balasko, Gilbert Melki","TV Dramas, International TV Shows","",France
80213115,0,1,TV Show,The Alcàsser Murders,6/15/2019,2019,TV-MA,New interviews and an up-to-date analysis of evidence shed light on the 1992 murders of three girls in Spain and their profound impact on the nation.,The Alcàsser Murders,2,"","Docuseries, International TV Shows, Crime TV Shows",Elías León,Spain
80213322,0,1,TV Show,Awake: The Million Dollar Game,6/14/2019,2019,TV-PG,"Sleepless for 24 hours, contestants in the comedy game show stumble through challenges both eccentric and everyday for a chance at a $1 million prize.",Awake,2,James Davis,Reality TV,"",United States
80218819,0,1,TV Show,We Are the Wave,11/1/2019,2019,TV-MA,"A mysterious classmate leads four idealistic teens in a revolt against a rising tide of nationalistic fervor, but their movement takes a dark turn.",We Are the Wave,2,"Luise Befort, Mohamed Issa, Michelle Barthel, Ludwig Simon, Robert Schupp, Daniel Friedl","TV Mysteries, International TV Shows, TV Dramas","",""
80221787,0,2,TV Show,Bad Blood,5/31/2019,2019,TV-MA,"This sprawling crime drama follows the true story of the Rizzuto family and its associates, who presided over organized crime in Montreal for decades.",Bad Blood,2,"Enrico Colantoni, Anthony LaPaglia, Kim Coates, Claudia Ferri, Brett Donahue, Tony Nappo, Maxim Roy, Paul Sorvino, Michelle Mylett","TV Dramas, Crime TV Shows","",Canada
80223113,0,1,TV Show,Happy Jail,8/14/2019,2019,TV-MA,"The Philippine jail known for a viral Michael Jackson dance video comes under the management of an ex-convict, sparking controversy and criticism.",Happy Jail,2,"","Docuseries, Crime TV Shows","",""
80223989,0,2,TV Show,Chilling Adventures of Sabrina,4/5/2019,2019,TV-14,"Magic and mischief collide as half-human, half-witch Sabrina navigates between two worlds: mortal teen life and her family's legacy, the Church of Night.",Chilling Adventures of Sabrina,2,"Miranda Otto, Chance Perdomo, Adeline Rudolph, Richard Coyle, Jaz Sinclair, Gavin Leatherwood, Kiernan Shipka, Tati Gabrielle, Abigail Cowen, Bronson Pinchot, Ross Lynch, Michelle Gomez, Lucy Davis, Lachlan Watson","TV Mysteries, TV Sci-Fi & Fantasy, TV Horror","",United States
80225085,0,1,TV Show,Fast & Furious Spy Racers,12/26/2019,2019,TV-Y7-FV,A government agency recruits teen driver Tony Toretto and his thrill-seeking friends to infiltrate a criminal street racing circuit as undercover spies.,Fast & Furious Spy Racers,2,"Luke Youngblood, Charlet Chung, Tyler Posey, Camille Ramsey, Renée Elise Goldsberry, Jorge Diaz",Kids' TV,"",United States
80226612,0,1,TV Show,Conversations with a Killer: The Ted Bundy Tapes,1/24/2019,2019,TV-MA,"Present-day interviews, archival footage and audio recordings made on death row form a searing portrait of notorious serial killer Ted Bundy.",Conversations with a Killer,2,"","Docuseries, Crime TV Shows","",United States
80227090,114,1,Movie,I Am Mother,6/7/2019,2019,TV-14,"Following humanity's mass extinction, a teen raised alone by a maternal droid finds her entire world shaken when she encounters another human.",I Am Mother,1,"Luke Hawker, Hilary Swank, Clara Rugaard, Rose Byrne","International Movies, Thrillers, Sci-Fi & Fantasy",Grant Sputore,Australia
80229852,0,1,TV Show,Little Singham,12/1/2018,2019,TV-Y7,"A spinoff of Rohit Shetty's action franchise, this animated series follows brave kid cop Little Singham’s adventures as he defends his town from evil.",Little Singham,2,"Pawan Kalra, Jigna Bhardwaj, Shaily Dube, Neshma Chemburkar, Sonal Kaushal, Saumya Daan, Ganesh Divekar, Anamaya Verma, Swapnil Kumari, Parminder Ghumman","TV Comedies, Kids' TV","",""
80230293,0,1,TV Show,Wu Assassins,8/8/2019,2019,TV-MA,An unassuming San Francisco chef becomes the latest in a long line of assassins chosen to keep the mystical Wu powers out of the wrong hands.,Wu Assassins,2,"Juju Chan, Iko Uwais, Jeff Fahey, Lewis Tan, Mark Dacascos, Lawrence Kao, Tommy Flanagan, Cranston Johnson, Byron Mann, Kevin Durand, Katheryn Winnick, Celia Au, Li Jun Li, Summer Glau, Tzi Ma","TV Action & Adventure, TV Sci-Fi & Fantasy","",United States
80233258,0,2,TV Show,High Seas,11/22/2019,2019,TV-MA,Two sisters discover disturbing family secrets after a string of mysterious deaths occur on a luxury ship traveling from Spain to Brazil in the 1940s.,High Seas,2,"Jon Kortajarena, Antonio Durán 'Morris', Ben Temple, Tamar Novas, Daniel Lundh, Ignacio Montes, Chiqui Fernández, Manuela Vellés, Natalia Rodríguez, Begoña Vargas, Luis Bermejo, Eduardo Blanco, Alejandra Onieva, Ivana Baquero, Pepe Ocio, Eloy Azorín, Félix Gómez, Laura Prats, José Sacristán","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","",Spain
80237423,62,1,Movie,Miranda Sings Live…Your Welcome,6/4/2019,2019,TV-14,"\"Viral video star Miranda Sings and her real-world alter ego Colleen Ballinger share the stage in a special packed with music, comedy and \"\"magichinry.\"\"\"",Miranda Sings Live…Your Welcome,1,Colleen Ballinger,Stand-Up Comedy,Marcus Raboy,United States
80240027,0,1,TV Show,Virgin River,12/6/2019,2019,TV-14,"Searching for a fresh start, a nurse practitioner moves from LA to a remote northern California town and is surprised by what – and who – she finds.",Virgin River,2,"Lauren Hammersley, Alexandra Breckenridge, Colin Lawrence, Martin Henderson, Annette O'Toole, Jenny Cooper, Tim Matheson","TV Dramas, Romantic TV Shows","",United States
80242619,98,1,Movie,Murder Mystery,6/14/2019,2019,PG-13,"On a long-awaited trip to Europe, a New York City cop and his hairdresser wife scramble to solve a baffling murder aboard a billionaire's yacht.",Murder Mystery,1,"Adeel Akhtar, Jennifer Aniston, Dany Boon, Luke Evans, Adam Sandler, Luis Gerardo Méndez, Terence Stamp, Gemma Arterton",Comedies,Kyle Newacheck,United States
80244457,107,1,Movie,Earthquake Bird,11/15/2019,2019,R,"In 1980s Tokyo, an enigmatic expat is suspected of killing her friend, who's gone missing in the wake of their love triangle with a local photographer.",Earthquake Bird,1,"Akiko Iwase, Kazuhiro Muroyama, Naoki Kobayashi, Crystal Kay, Ken Yamamura, Kiki Sukezane, Alicia Vikander, Yoshiko Sakuma, Riley Keough, Jack Huston","Romantic Movies, Dramas",Wash Westmoreland,United States
80244846,0,1,TV Show,Dolly Parton's Heartstrings,11/22/2019,2019,TV-14,"Eight stories celebrating family, faith, love and forgiveness come to life in this series inspired by Dolly Parton's iconic country music catalog.",Dolly Parton's Heartstrings,2,"Katie Stevens, Ed Amatrudo, Tammy Lynn Michaels, Julianne Hough, Camryn Manheim, David Denman, Aidan Langford, Timothy Busfield, Dallas Roberts, Andy Mientus, Shane Paul McGhie, Delta Burke, Willa Fitzgerald, Robert Taylor, Gerald McRaney, Jessica Collins, Mary Donnelly Haskell, Kimberly Williams-Paisley, Mac Davis, Tyler Crumley, Kathleen Turner, Tom Brittney, Tim Reid, Michele Weaver, Virginia Gardner, Melissa Leo, Rochelle Aytes, Sarah Shahi, Ginnifer Goodwin, Bellamy Young, Dolly Parton, Michael J. Willett, Mary Lane Haskell, Colin O'Donoghue, Ray McKinnon, Ben Lawson, Holly Taylor, Brooke Elliott, Kyle Bornheimer, Patricia Wettig, Vanessa Rubio",TV Dramas,"",United States
80244973,65,1,Movie,"Hello, Privilege. It's Me, Chelsea",9/13/2019,2019,TV-MA,"In this documentary, Chelsea Handler explores how white privilege impacts American culture – and the ways it’s benefited her own life and career.","Hello, Privilege. It's Me, Chelsea",1,Chelsea Handler,Documentaries,Alex Stapleton,United States
80987516,0,1,TV Show,Three Days of Christmas,12/6/2019,2019,TV-MA,"Four sisters deal with family drama and secrets throughout three different time periods, all occurring on Christmas Day.",Three Days of Christmas,2,"Manel Barceló, Verónica Echegui, Victoria Abril, Elena Anaya, Verónica Forqué, Charo López, Anna Moliner, Ángela Molina, Berta Castañé, Nausicaa Bonnín, Iván Morales, Mar Ayala, Susi Sánchez, Alicia Borrachero, Carla Tous, Francesc Garrido, David Solans, Carles Arquimbau, Miquel Fernández, Nerea Barros, Antonio Dechent, Mariona Pagès","TV Dramas, Spanish-Language TV Shows, International TV Shows","",Spain
80992228,0,2,TV Show,KENGAN ASHURA,10/31/2019,2019,TV-MA,"Ohma Tokita enters a hidden world where corporate disputes are settled in brutal gladiator bouts. Forget the money, he just wants to fight – and win.",KENGAN ASHURA,2,"Junya Enoki, Jouji Nakata, Tatsuhisa Suzuki, Cho, Daisuke Namikawa, Yasuyuki Kase, Yumi Uchiyama, Ryuzo Hasuike, Hayato Kaneko, Tetsu Inada","International TV Shows, Anime Series","","Japan, United States"
80992501,91,1,Movie,Loving is Losing,4/26/2019,2019,TV-MA,"When a newly single photographer is forced to work with a longtime rival, the battle of their egos turns into a chance for love.",Loving is Losing,1,"Liss Pereira, María Cecilia Botero, Carolina Sarmiento, Lorna Cepeda, Bruno Díaz, Linda Baldrich, Rocío Tavera, Ricardo Quevedo, Iván Marín, Joavany Álvarez","International Movies, Romantic Movies, Comedies",Fernando Ayllón,Colombia
80995799,100,1,Movie,Walk. Ride. Rodeo.,3/8/2019,2019,TV-PG,"In the wake of an accident that leaves her paralyzed, a champion rodeo rider vows to get back on her horse and compete again. Based on a true story.",Walk. Ride. Rodeo.,1,"Kathleen Rose Perkins, Alyvia Alyn Lind, Bailey Chase, Missi Pyle, Sherri Shepherd, Max Ehrich, Spencer Locke, Corbin Bleu","Dramas, Children & Family Movies",Conor Allyn,United States
80999455,0,1,TV Show,It's Bruno!,5/17/2019,2019,TV-MA,"An old-school Brooklyn native devotes his days to caring for his adorable dog, Bruno – and making sure the neighbors show his pooch the proper respect.",It's Bruno!,2,"\"Solvan \"\"Slick\"\" Naim\", Rob Morgan, Eden Marryshow, Shakira Barrera, Devale Ellis, Donnell Rawlings, Jade Eshete, Adriane Lenox, J. Ray Acosta, Sam Eliad",TV Comedies,"",United States
80999729,110,1,Movie,The Last Summer,5/3/2019,2019,TV-14,"Teens from a Chicago high school grapple with their dreams, relationships and identities in a transformative summer before they leave for college.",The Last Summer,1,"Mario Revolori, Jacob McCarthy, Gage Golightly, Audrey Grace Marshall, K.J. Apa, Maia Mitchell, Halston Sage, Wolfgang Novogratz, Jacob Latimore, Sosie Bacon, Tyler Posey","Comedies, Romantic Movies",William Bindley,United States
80999781,98,1,Movie,Falling Inn Love,8/29/2019,2019,TV-PG,"When a San Francisco exec wins a New Zealand inn, she ditches city life to remodel and flip the rustic property with help from a handsome contractor.",Falling Inn Love,1,"Adam Demos, Christina Milian, Jeffrey Bowyer-Chapman, Simone Walker, Blair Strang, Jonathan Martin, William Walker, Daniel Watterson, Claire Chitham, Anna Jullienne","Romantic Movies, Comedies",Roger Kumble,United States
81001494,93,1,Movie,Our Godfather,9/10/2019,2019,TV-MA,"In 1986, Tommaso Buscetta became the first top-level Mafia boss ever to testify against the mob. It cost him and his family everything.",Our Godfather,1,Tommaso Buscetta,"International Movies, Documentaries","Mark Franchetti, Andrew Meier",United Kingdom
81004814,0,1,TV Show,BONDING,9/22/2019,2019,TV-MA,A New York City grad student moonlighting as a dominatrix enlists her gay BFF from high school to be her assistant.,BONDING,2,"Micah Stock, Brendan Scannell, Zoe Levin, Gabrielle Ryan, Theo Stockman, D'Arcy Carden, Charles Gould, Alex Hurt","TV Comedies, TV Dramas","",United States
